uid,crop_name,main_stage,sub_stage_name,start_day,end_day,data_source,created_at,updated_at,deleted_at,susceptible_pests,pest_risk_factors,pest_management,susceptible_diseases,disease_risk_factors,disease_management,env_conditions
csk_a1d75ffd-bd06-44ba-8951-589e37a58338,gooseberry,Fruit Development Phase,Fruit Setting and Berry Growth,281,340,llm,2026-07-01 13:28:12.200910+00:00,2026-07-01 13:28:12.200910+00:00,,"shoot gall maker, bark eating caterpillar, aphids","cloudy weather, high humidity, neglected orchards with dead wood and unpruned branches",Field care: Clean the tree trunks and remove any webs or wooden dust. Poke a thin wire inside the bark holes to kill caterpillars. Natural control: Spray neem oil mixed with soapy water on the branches. Spray if needed: Use a mild insect spray or inject a few drops of kerosene into the bark holes and seal them with wet mud.,"rust, fruit rot, powdery mildew","heavy morning dew, damp weather, water pooling around the tree base, and fallen infected leaves",Field care: Keep the ground under the tree clean by removing fallen leaves and rotten fruits. Avoid watering the tree trunk directly. Natural control: Spray sour buttermilk mixed with water on the leaves. Spray if needed: Spray a basic copper or sulphur powder mixed in water to protect the growing berries.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""18-25"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""20-30"", ""avg_yield_kg_ha"": ""15000-20000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_fc969eb4-67a5-4170-b606-1dbcdaab492a,coriander_(cilantro),Maturity and Harvesting,Seed Drying and Final Harvest,96,120,llm,2026-06-27 05:35:39.113920+00:00,2026-06-27 05:35:39.113920+00:00,,"aphids, seed wasps, brown mites","cloudy weather, late-season warmth, dry soil, and keeping the harvested crop in the open field for too long","Field care: Harvest the crop early in the morning when the dew is still on the plants to prevent seed shattering and pest movement. Natural control: Shake the plants gently over a cloth to collect and destroy pests, and dry the seeds on clean plastic sheets. Spray if needed: Since this is the final harvest stage, avoid chemical sprays entirely to prevent poison in the seeds; use a mild neem water spray only if pests are seen on the drying seeds.","powdery mildew, grain mold, stem gall","high humidity, sudden unseasonal rains, dew on the mature seeds, and piling wet plants together","Field care: Cut the plants when the seeds turn from green to a light brown color, and do not pile wet plants in heaps. Natural control: Dry the harvested plants in a clean, shaded, and well-ventilated area rather than direct harsh sunlight to keep the seeds bright and disease-free. Spray if needed: Do not use any chemical sprays at this stage; ensure the seeds are dried until they have no moisture left before storing them in clean, dry gunny bags.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""18-24"", ""irrigation_mm"": ""0"", ""optimal_temp_c"": ""20-28"", ""avg_yield_kg_ha"": ""1000-1500"", ""rel_humidity_pct"": ""40-50"", ""harvest_index_pct"": ""35-45"", ""soil_moisture_pct"": ""20-30""}"
csk_e8995143-b604-45de-b46d-8e749452f123,castor_bean,Germination and Seedling Phase,Sprouting and Seedling Emergence,1,15,llm,2026-06-27 07:36:57.663036+00:00,2026-06-27 07:36:57.663036+00:00,,"cutworms, hairy caterpillars, grasshoppers","dry soil with weeds, fields not ploughed well before sowing, cloudy days","Field care: Keep the field clean and remove all weeds around the young sprouts. Hand-pick and destroy any caterpillars you see in the morning. Natural control: Spray homemade neem seed kernel extract or neem oil mixed with soapy water on the tiny plants. Spray if needed: If pest damage is high, spray a mild, commonly available insect medicine from the local store during the evening.","seedling blight, root rot, damping-off","heavy rains, water standing in the field, clayey soil that stays wet, sowing seeds too deep","Field care: Make small channels to drain out excess rainwater quickly so soil does not stay soggy. Natural control: Mix friendly bio-fungus powder like Trichoderma in well-rotted cow dung and apply it near the plant roots. Spray if needed: If young plants start rotting and falling over, drench the soil around them with a basic copper-based medicine mixed in water.","{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-26"", ""irrigation_mm"": ""15-25"", ""optimal_temp_c"": ""25-30"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-70"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""50-60""}"
csk_cc491736-a22b-4f44-ba60-d79055db97fb,castor_bean,Vegetative Phase,Early Vegetative Growth and Leaf Development,16,45,llm,2026-06-27 07:36:57.663036+00:00,2026-06-27 07:36:57.663036+00:00,,"semilooper caterpillar, hairy caterpillar, leafhopper, thrips","cloudy weather, high humidity, and weeds growing around the crop","Field care: Handpick and destroy any visible caterpillars and their eggs from the leaves. Keep the field free of weeds. Natural control: Spray homemade neem seed kernel extract or neem oil mixed with soapy water. Spray if needed: If the pest attack is severe, spray a mild, commonly available insect medicine from the local store during the evening.","seedling blight, root rot, leaf spot","water pooling in the field, heavy clay soil, and continuous rainy days","Field care: Make small channels to drain out excess rainwater quickly so water does not stand near the roots. Natural control: Mix friendly bio-fungicide powder like Trichoderma into the soil around the plants. Spray if needed: If spots appear on leaves, spray a basic copper-based medicine mixed in water on a clear, sunny day.","{""uv_index"": ""6-10"", ""temp_max_c"": ""40"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-13"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""25-32"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""50-70"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""50-60""}"
csk_b0dc3afe-613a-4332-b61c-5786d230956d,castor_bean,Vegetative Phase,Active Branching and Canopy Development,46,60,llm,2026-06-27 07:36:57.663036+00:00,2026-06-27 07:36:57.663036+00:00,,"Semilooper caterpillar, hairy caterpillar, leafhopper, thrips","Cloudy weather, high humidity, and dense green leaves that attract egg-laying moths","Field care: Walk through the field daily and hand-pick any large caterpillars or leaf-folding webs you see. Natural control: Spray homemade neem seed kernel extract or neem oil mixed with soapy water on the leaves. Spray if needed: If the leaf damage is very high, spray a mild insect-killing medicine recommended by your local cooperative shop during the cool evening hours.","Seedling blight, leaf spot, root rot","Water pooling in the field, heavy rains, and poor drainage around the plant roots","Field care: Dig small channels to drain out any standing water from the field immediately. Natural control: Mix friendly soil fungus powder like Trichoderma with well-rotted cow dung and apply it near the plant roots. Spray if needed: If dark spots spread fast on the leaves, spray a basic copper-based medicine mixed in water to protect the new branches.","{""uv_index"": ""6-9"", ""temp_max_c"": ""40"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""25-32"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""50-60""}"
csk_d611e566-5c9c-4a72-a9f0-0790a8e13bda,gooseberry,Harvesting Phase,Fruit Maturation and Picking,341,365,llm,2026-07-01 13:28:12.200910+00:00,2026-07-01 13:28:12.200910+00:00,,"fruit borer caterpillar, bark eating caterpillar, mealybugs","cloudy weather, dense branches blocking sunlight, and leaving fallen fruits on the ground","Field care: Collect and bury all fallen and damaged fruits deep in the soil to kill hidden worms. Natural control: Hang yellow sticky cards on branches and spray neem oil mixed with soapy water on the fruits. Spray if needed: If the attack is severe, spray a mild insect medicine recommended by your local cooperative during the early morning hours.","fruit rot, dry rust, blue mold","high humidity, winter dew, and injuries on the fruit skin during picking","Field care: Clip off dry and diseased twigs before picking, and handle fruits gently to avoid scratches. Natural control: Spray a mixture of sour buttermilk and water on the trees to prevent rot. Spray if needed: Spray a basic copper-based medicine on the trees after harvest to keep the branches clean and healthy.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""18-24"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""20-28"", ""avg_yield_kg_ha"": ""15000-20000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""85-90"", ""soil_moisture_pct"": ""40-50""}"
csk_353c2e83-f29e-4add-b2bf-eb4e2d95690c,castor_bean,Flowering and Reproductive Phase,Secondary Branching and Flowering,76,90,llm,2026-06-27 07:36:57.663036+00:00,2026-06-27 07:36:57.663036+00:00,,"Semilooper caterpillar, hairy caterpillar, capsule borer, thrips","Cloudy weather, high humidity, and dense green leaves on the plant","Field care: Hand-pick and destroy big caterpillars and their eggs from the leaves. Natural control: Spray homemade neem seed kernel extract or neem oil mixed with soapy water. Spray if needed: Use a mild, safe insect spray from the local store only on the affected flowering branches during the evening.","Wilt, leaf spot, seedling blight","Water standing in the field, heavy rains, and continuous damp weather",Field care: Drain out any standing water from the field immediately and pull out dead plants. Natural control: Mix friendly Trichoderma powder in well-rotted cow dung and apply it near the plant roots. Spray if needed: Spray a simple copper-based blue medicine on the leaves if spots start to spread.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""20-26"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""50-60""}"
csk_330761e8-b389-4220-865c-285c3c76dfdf,castor_bean,Pod Development and Maturity Phase,Capsule Formation and Seed Filling,91,120,llm,2026-06-27 07:36:57.663036+00:00,2026-06-27 07:36:57.663036+00:00,,"Castor semilooper, capsule borer, tobacco caterpillar, thrips","Cloudy weather, high humidity, and dense green leaves at the time of capsule formation","Field care: Handpick and destroy large hairy caterpillars and semiloopers from the pods. Natural control: Set up bird perches in the field so birds can eat the caterpillars, and spray neem seed kernel extract. Spray if needed: If capsule damage is high, spray a mild insecticide like spinosad or chlorantraniliprole mixed in water during the evening.","Botrytis gray mold, seedling blight, wilt","Continuous rains, heavy morning dew, and waterlogging around the plant roots","Field care: Remove and burn infected capsule bunches showing gray mold immediately to stop the spread. Natural control: Spray the crop with Trichoderma bio-fungicide mixed in water. Spray if needed: If the mold continues to spread during rains, spray carbendazim or mancozeb on the flower and capsule clusters.","{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-26"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""22-30"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""30-50"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""50-60""}"
csk_ade82e52-e166-4bd3-81cf-54cbb3d5faae,castor_bean,Pod Development and Maturity Phase,Maturity and Drying of Primary Spikes,121,150,llm,2026-06-27 07:36:57.663036+00:00,2026-06-27 07:36:57.663036+00:00,,"semilooper caterpillar, capsule borer, hairy caterpillar","cloudy weather, high humidity, and leaving dried leaves on the ground","Field care: Hand-pick and destroy any large caterpillars found on the spikes. Natural control: Spray neem oil mixed with soapy water on the plants. Spray if needed: Use a mild, safe insect spray recommended by your local cooperative only if the damage is very high.","capsule rot, wilt, seedling blight","sudden winter rains, heavy morning dew, and water logging in the field",Field care: Cut and burn infected spikes immediately to stop the spread. Natural control: Apply trichoderma bio-powder mixed with farm manure near the plant roots. Spray if needed: Spray a basic copper-based medicine on the healthy spikes if you see rot spreading during cloudy days.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""0-10"", ""optimal_temp_c"": ""20-26"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""30-50"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""30-40""}"
csk_7b8cae72-4e50-46c9-aebb-3e9209717eaa,castor_bean,Harvesting Phase,First Picking of Mature Pods,151,180,llm,2026-06-27 07:36:57.663036+00:00,2026-06-27 07:36:57.663036+00:00,,"castor semilooper, capsule borer, hairy caterpillar","cloudy weather, high humidity, and leaving dry or damaged capsules on the plant for too long","Field care: Hand-pick and destroy any large caterpillars and bored capsules during your first harvest. Natural control: Set up wooden bird perches in the field to let birds eat the caterpillars, and use neem seed kernel spray. Spray if needed: If the pest attack is very high, spray a mild, safe insecticide on the remaining green capsules.","capsule rot, wilt, seedling blight","unseasonal winter rains, heavy morning dew, and water logging in the field","Field care: Harvest only the mature, dry spikes and keep them in a clean, dry place. Natural control: Remove and burn any rotten or black-spotted capsules immediately to stop the spread. Spray if needed: Spray a simple copper-based medicine on the healthy spikes if you see rot spreading due to sudden rains.","{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""0-10"", ""optimal_temp_c"": ""20-26"", ""avg_yield_kg_ha"": ""1200-1800"", ""rel_humidity_pct"": ""40-50"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""30-40""}"
